region,short_name,long_name,nlon,nlat,ll_lon,ur_lon,ll_lat,ur_lat,dlon,dlat,pollon,pollat
4,GAR-0275,Remo Greater Alpine Region,501,481,-13.92375,-0.17375,-11.67375,1.52625,0.0275,0.0275,-162.0,39.25
